size,distance_to_center,age,price
1849,2.86,55,361292
704,5.72,20,180807
2476,2.03,9,393668
1287,18.04,7,240288
1831,1.56,49,414583
1897,1.81,51,333555
2561,3.18,14,395272
1419,12.5,27,234421
633,9.66,35,205644
1514,5.39,8,219536
1604,10.11,50,241353
978,4.57,25,163501
1570,6.66,51,254188
1281,15.74,45,230476
865,4.17,17,187626
1936,2.9,42,291519
1181,6.88,44,322103
1258,8.32,18,219940
1230,5.35,15,270364
2426,10.0,49,272267
1456,4.3,40,279824
1527,5.42,44,225579
1241,6.44,18,231424
1781,6.06,43,262615
2539,15.32,42,206665
1918,6.42,19,324295
1948,4.0,16,366229
1886,7.17,25,397260
852,10.04,44,123428
1042,8.52,11,236760
1363,8.19,52,253381
1107,1.74,15,234097
966,0.87,50,281589
700,12.09,9,142019
863,6.73,44,163378
1335,4.88,33,269912
1439,8.05,39,261946
1077,19.09,58,183382
1527,13.32,3,335415
1244,9.71,8,162144
2289,2.66,4,377363
1387,2.92,31,285802
1955,0.93,48,333911
1605,7.72,3,336343
844,10.76,46,96982
1427,11.39,25,299183
903,7.95,56,169430
1417,4.45,22,208284
1098,3.34,59,160165
1724,2.78,33,301825
865,4.42,59,153325
1489,2.5,37,318986
1861,16.93,20,257878
2128,1.99,48,406320
1090,4.31,29,254585
1490,1.28,18,293891
1593,6.1,28,296983
2748,4.94,52,328670
818,3.86,43,209436
1028,2.58,10,353649
4545,4.96,50,398835
1327,3.38,25,261453
694,4.5,4,262064
1172,19.5,8,146875
489,5.59,3,226132
1630,7.19,40,231455
2046,3.58,15,354213
1027,2.86,5,279557
1226,4.87,21,301626
2141,28.58,52,226965
735,4.05,37,182557
872,6.38,29,174752
1351,2.77,43,336735
1095,0.72,4,260748
1316,2.85,52,357901
892,26.22,10,235988
1612,7.51,1,268535
1394,15.62,21,279023
1843,3.88,3,374943
1603,0.95,10,372810
1607,2.28,44,326124
830,6.54,24,283339
1802,5.85,0,310638
1296,4.92,38,267271
1384,3.42,42,174484
2251,9.56,54,300288
1110,3.49,9,345486
2541,6.14,51,337791
2638,5.68,42,357412
2000,3.83,33,359529
999,2.67,15,267117
617,3.67,27,180150
2279,18.39,11,248071
1547,10.79,43,199132
1098,10.12,42,116245
2367,2.86,11,386882
1048,1.81,15,319114
1249,10.67,54,196469
1826,9.33,28,335034
948,5.45,33,219951
1416,3.82,57,273622
2288,1.78,12,344483
1610,9.09,37,229798
2438,11.36,46,283612
2329,3.08,19,362382
1484,2.9,18,361087
581,11.81,53,209511
951,3.16,5,291765
2008,17.21,9,263874
796,4.59,24,259985
1298,3.78,47,205039
1694,5.11,27,350974
2664,3.78,16,357278
1176,10.9,25,260596
1144,9.21,26,297617
1449,10.61,43,168496
1703,5.64,52,199159
1391,3.6,19,264395
2252,4.92,42,333137
1075,3.68,42,319137
1553,13.83,46,183930
1768,9.99,34,318527
1261,4.65,0,279907
2071,2.59,39,379378
1571,14.56,36,233773
2029,5.45,36,328399
1599,4.52,16,278488
1720,14.65,5,224992
1149,3.47,11,206402
1150,3.96,12,249823
2415,4.21,10,357352
1908,1.97,14,336711
983,6.18,4,252109
1591,2.9,16,354859
572,3.32,59,236237
1176,3.02,30,272831
2174,3.28,20,271423
1408,2.75,43,314609
1551,5.89,28,296752
442,4.44,1,203531
1265,5.12,32,257238
1694,25.73,18,258376
1783,4.44,34,327915
2175,7.56,10,330277
1360,8.19,28,293867
1385,4.74,11,272019
868,6.0,17,207578
1364,5.03,41,290557
893,5.71,13,168405
706,3.29,25,208755
959,3.5,4,231033
2706,5.01,41,262737
1328,1.25,32,356838
1616,14.12,48,251502
1205,22.48,32,241287
723,5.58,59,170067
2152,7.89,14,340008
620,10.56,44,186880
1185,1.96,25,312010
1448,9.49,22,234634
1623,3.67,43,220350
1107,24.62,57,219539
709,4.34,45,144561
1074,9.35,19,272666
1097,4.37,30,229865
1086,23.05,13,203735
2182,3.46,37,461339
911,11.2,24,253714
1669,7.68,13,265469
1577,6.57,1,322338
2173,5.81,55,358796
1403,3.11,4,287133
2031,0.81,19,400744
1381,10.51,11,230037
1761,3.52,29,307715
811,11.23,11,228238
515,6.34,44,239352
1721,11.48,13,250107
1758,8.68,11,342376
1790,0.88,13,307098
1199,7.62,17,337783
2686,3.89,38,322394
1231,11.2,12,190697
1751,7.49,41,317056
1877,7.55,25,365094
2943,4.09,11,449726
1303,2.61,14,296301
1139,3.66,31,227884
813,1.41,22,221490
2754,3.28,30,345264
1752,1.78,48,284292
1774,1.81,2,266257
5149,5.37,23,494362
1685,7.2,24,244050
879,4.84,15,247059
1368,3.49,26,233185
1002,2.55,33,315884
1263,3.97,35,296947
1260,2.79,40,321705
1170,4.74,4,279817
847,1.71,27,269353
2798,8.09,45,345685
1668,3.33,27,254378
1352,6.45,39,217678
2004,9.22,35,316266
1787,6.23,27,245589
1652,8.67,4,290990
1946,1.17,37,450510
1561,3.51,32,294484
1935,10.72,0,273989
2000,7.07,12,409787
1579,18.06,3,267004
1355,16.33,34,265546
2730,6.11,0,334318
1222,4.15,50,222815
1731,2.53,56,329441
1746,3.55,58,206602
1160,3.72,13,262096
1071,3.27,29,277894
1284,2.6,53,251128
1215,6.56,41,172453
826,16.24,17,214480
1140,9.52,50,348808
1646,3.95,34,277436
2456,10.07,43,279728
1847,6.31,58,286405
523,4.81,59,235847
1913,4.61,30,325682
1184,4.31,9,304221
1774,7.81,37,283077
1471,5.46,38,284004
1370,2.97,34,332545
1420,2.88,25,331334
1467,6.14,34,270768
2534,6.69,32,376831
1468,3.98,56,212410
2285,2.24,50,360924
2155,11.89,23,330787
1932,10.25,34,281570
724,1.23,33,237614
2313,12.65,30,314325
1232,4.28,3,321822
1970,5.66,42,270606
1003,10.99,43,247737
921,15.75,29,185218
3263,9.99,54,437052
1009,5.86,59,240406
2341,1.89,48,387643
1552,1.2,55,220422
1251,9.16,29,225992
1453,12.67,54,248123
879,2.8,56,329614
1472,4.1,37,273956
959,3.35,9,173673
1263,3.29,9,265145
2143,10.51,28,241049
1638,5.77,44,287493
818,4.22,30,201827
2080,31.83,47,295021
1476,1.81,46,284168
1191,7.27,12,303394
1995,2.38,7,328303
1384,4.44,42,240930
928,5.5,19,220504
3099,8.95,55,399802
1470,4.13,52,253661
1432,3.83,27,273016
1258,4.07,34,299855
2373,2.33,50,393618
1199,7.71,52,254931
797,6.03,33,233419
1128,6.72,58,188584
2516,4.72,31,311408
2064,4.33,2,317360
1336,11.28,33,260846
2563,10.13,46,270724
1996,13.33,59,307641
1330,6.43,6,273363
1385,12.77,26,215995
1688,3.7,35,265092
1061,4.3,52,168733
1482,11.43,42,204487
1674,8.94,13,170810
753,4.04,51,192483
1372,2.38,39,299386
1311,4.29,53,234973
2233,3.07,50,284599
707,16.56,7,154583
1270,8.43,57,266319
1220,2.9,27,255429
2173,2.38,58,389216
1454,2.87,11,279173
3036,3.35,47,346121
1929,4.41,18,386601
1256,10.81,2,320508
1629,2.52,59,269500
1284,24.6,18,219127
2087,2.56,4,410466
868,1.85,51,199217
1064,16.15,25,215913
1776,12.49,34,257102
2417,4.36,59,398807
613,6.47,28,186521
2565,6.58,4,408877
1399,5.45,41,253409
696,2.0,42,166455
445,0.87,11,249071
802,2.74,32,244298
1468,17.66,22,295652
1441,18.15,2,327195
1906,4.12,18,354318
1188,2.53,54,336141
950,6.02,18,194438
1254,6.73,13,302535
1500,7.54,56,243812
1623,0.84,22,351711
1079,45.17,56,265577
2122,10.94,52,282225
1154,4.31,28,231819
1045,3.0,23,244019
1191,9.89,8,288585
2275,7.01,11,373951
1403,5.28,13,266018
1121,6.83,28,248132
2144,4.58,22,347272
3488,6.56,48,399417
1609,8.24,17,249629
2424,6.3,25,414481
2240,6.07,7,321931
1161,13.13,16,259295
1496,1.62,46,295811
886,2.83,42,183391
1363,5.05,24,212081
1152,2.97,34,306917
1259,3.75,27,185797
1096,12.2,53,289555
1319,4.46,23,246258
1831,1.38,43,353158
1411,3.68,13,306476
702,5.16,26,194652
1098,5.09,31,284739
806,7.31,6,178241
1632,6.9,35,261726
1810,4.49,34,376802
1640,2.15,9,277251
1080,3.64,59,260053
1633,3.2,5,168172
1226,4.06,53,288089
938,8.04,29,178856
1991,6.57,13,336745
2053,8.82,6,336277
2163,3.79,41,282955
1160,14.24,45,180038
2372,7.93,40,339811
1215,5.36,25,281596
1922,7.56,10,306359
1206,3.09,47,260560
1353,1.13,52,311199
562,3.24,23,185627
1311,8.36,50,190847
1535,5.24,38,258573
1256,4.5,31,273873
2988,2.74,36,477763
929,1.26,6,227485
1181,13.43,7,257744
1030,4.28,43,288082
1181,3.67,58,210728
2236,3.1,30,328675
2673,11.92,3,409239
1118,9.18,4,301052
1108,2.52,28,261861
931,11.19,39,161851
2496,4.47,9,311237
2317,3.23,1,384454
1418,4.03,43,251693
846,2.86,8,225813
877,1.96,26,320539
1584,8.53,44,243235
1844,4.24,7,322682
647,7.63,26,153597
1301,6.06,6,225998
2827,7.27,20,382651
1356,1.18,54,282758
2686,2.7,41,336371
1919,7.38,1,399791
959,2.03,8,227791
1316,6.43,17,291927
1406,1.87,53,308675
1011,5.01,44,264529
1004,15.29,37,274076
2704,8.52,9,415746
1001,1.36,55,257738
2278,8.97,48,352147
1243,17.74,14,255128
1465,35.09,24,280404
1853,6.91,25,344210
1165,1.91,35,354688
1857,6.71,22,290919
652,15.14,12,141836
1764,4.35,40,218370
551,10.28,40,157159
1351,2.75,26,311761
2083,6.43,29,311878
1898,0.87,3,382346
880,2.55,27,225098
927,4.93,48,115046
1123,3.84,35,249050
1594,1.99,55,287780
656,3.49,42,196759
1472,6.24,46,246341
1676,4.66,27,328149
1321,5.17,10,290870
1826,8.27,54,348017
1618,3.9,39,273858
1191,12.83,54,240357
682,2.48,37,241611
1561,19.1,27,243785
1011,10.8,8,313019
1174,3.86,23,257337
1793,4.04,35,209389
2609,5.72,55,346478
1457,7.53,49,273257
1847,10.66,30,280871
830,1.94,26,178622
1633,6.73,1,338891
1445,1.13,21,318736
2420,4.37,58,308210
1192,13.7,44,265146
1343,1.84,31,233063
2260,1.62,51,374250
1426,5.78,1,269449
950,13.08,57,216701
4107,6.22,41,419229
961,1.31,0,247143
1442,1.52,42,333252
1700,5.3,4,196556
1647,2.17,38,329300
1372,5.45,18,211994
1374,5.68,12,242427
1347,3.52,37,250854
947,17.64,26,214584
3498,7.49,3,543729
1355,11.57,49,152376
1879,9.43,15,356959
1294,4.46,37,343693
1284,4.32,36,238228
1233,4.02,3,265870
796,7.98,59,188965
1388,3.14,26,291495
1257,16.57,12,264988
2365,2.94,26,376369
917,5.76,36,169503
1175,4.22,0,340012
1033,3.61,18,230566
2635,22.66,32,202184
1045,3.64,41,184770
1853,4.0,18,318106
2182,3.11,24,396715
1396,5.1,13,214842
853,4.61,17,257832
857,2.26,41,279659
2087,3.68,20,348558
894,7.59,16,103134
1731,10.16,17,195005
1549,5.04,36,235925
1721,5.16,33,325766
1787,3.85,24,238371
1018,3.48,37,230628
1002,2.6,38,317155
1970,1.67,0,366438
1150,3.03,20,259064
492,9.33,14,169654
1918,3.68,49,422134
977,3.89,16,165130
1784,3.83,19,333337
2584,11.84,32,231673
1490,2.59,32,319985
2204,6.01,48,339011
1574,4.72,23,265387
2793,5.19,16,343055
967,5.88,36,232735
1475,5.16,43,255859
1937,8.63,59,313429
1371,4.85,37,234371
2346,16.79,29,268701
1245,5.11,7,253232
3387,1.5,59,452484
3459,7.74,41,412895
1657,6.52,9,206445
1846,5.07,27,300952
2384,4.13,33,371607
920,1.13,13,164484
875,1.27,43,275487
2446,15.69,39,253761
1651,3.29,14,323439
1352,9.74,59,286596
1486,1.61,56,277558
569,2.38,15,241498
1371,7.96,26,320543
1095,4.61,53,288382
2137,7.22,24,376964
2203,4.91,57,363479
1864,4.28,12,298674
1733,3.08,43,247801
813,2.15,35,220725
1874,13.22,20,232697
1904,14.84,43,261227
2435,2.39,1,404273
3453,2.29,13,473682
752,3.88,15,180998
1267,6.29,7,212329
1100,4.36,2,354478
1586,7.03,21,265921
1488,4.79,13,205196
1347,4.57,7,266914
2232,26.82,9,332812
952,3.43,49,216431
976,15.61,5,160288
982,13.64,43,141201
1281,7.05,3,253631
905,1.29,2,251794
1451,5.06,26,234886
1385,3.45,22,204205
1080,5.02,32,243128
2099,2.35,42,383071
1445,8.41,18,244268
2264,9.87,11,348259
1369,11.23,49,281633
1466,3.79,9,329755
1181,2.36,47,287418
1476,6.34,35,293446
1968,16.93,17,268667
1255,5.2,18,241460
1821,6.8,22,297560
1069,4.2,35,263291
2005,3.48,58,361206
1173,7.85,19,211572
2081,4.6,56,309090
1516,6.57,12,247257
2719,7.07,6,349381
932,6.32,31,209985
820,7.32,58,200414
1156,2.73,29,382085
850,2.61,47,196921
851,4.81,28,164832
1898,4.89,51,329399
1477,3.44,48,295203
1221,5.86,41,184429
1268,9.35,36,272592
1165,11.37,31,232349
2864,13.31,57,377462
1103,1.97,33,333871
872,2.19,20,251843
2035,4.04,52,338525
1357,5.24,39,234985
3345,4.19,33,460408
1199,3.36,40,292687
2076,4.0,20,343806
2282,6.95,25,324497
1201,1.95,11,304484
1099,25.54,51,250008
1991,5.03,39,338409
1863,10.34,49,209413
841,3.3,19,236179
942,7.4,59,142652
536,5.31,21,216130
1878,9.02,21,269078
1333,4.31,57,244109
1387,14.67,39,237404
752,1.74,56,155251
954,9.63,37,212646
1222,5.38,14,218148
1131,2.43,23,313220
1551,19.42,51,204354
1869,18.07,29,218738
3669,1.16,42,420262
1468,5.61,9,223303
2312,8.12,23,377331
1062,6.75,50,271760
757,14.31,56,243391
1285,12.37,19,220548
781,5.96,10,179325
1489,24.39,1,275125
1083,9.54,7,246499
677,3.87,50,157862
2964,3.36,27,432068
1193,11.83,17,266737
768,2.84,46,149738
2120,3.72,47,298256
1106,4.19,21,206693
2289,6.35,54,314154
1103,4.33,27,276439
1192,1.97,15,352443
1699,11.17,53,203517
1876,3.73,9,344038
2013,20.37,59,191079
1428,6.13,36,227302
1828,12.03,54,262871
1994,7.7,10,288357
1603,12.44,23,287006
1398,7.38,52,259893
830,5.84,50,145625
1881,10.65,52,198677
1505,28.22,16,212666
1254,4.1,37,225825
2467,8.64,23,293754
836,4.93,19,146541
2857,7.06,31,421244
1467,5.1,42,267825
1680,1.09,31,282978
1263,4.31,13,276905
759,9.97,48,167545
1399,2.9,58,313268
1692,9.44,21,230113
1940,5.63,50,330677
1367,4.33,51,244564
615,9.34,15,251768
798,7.98,42,201232
3363,6.65,56,419728
956,10.09,44,104144
2619,5.71,1,350040
1018,1.57,36,279584
1376,3.8,46,208756
1900,1.4,37,390589
1066,7.85,1,299151
2798,9.28,7,350637
1525,9.58,48,287934
1779,6.98,29,278374
1330,9.75,57,193341
1926,1.64,24,397696
2783,4.59,49,342206
1404,1.84,2,387963
2956,3.85,50,404140
1159,15.35,51,214510
2009,10.65,21,315998
1800,7.87,18,346786
965,4.36,54,119260
1612,2.47,46,221110
1484,5.65,35,329949
1052,10.78,26,174878
1708,6.6,54,233645
1569,1.63,44,323558
1437,5.33,25,192944
1440,1.3,29,268900
1427,8.7,5,212623
1277,3.05,48,308442
1565,2.1,50,366689
1144,8.78,21,232101
4284,7.33,18,452020
842,5.83,15,211706
1171,22.97,10,229329
1209,7.73,56,178182
3348,3.15,45,497683
873,7.12,26,130991
1755,4.05,6,268059
1634,12.02,8,215391
1691,6.03,42,278306
2427,6.46,12,372145
2407,1.8,20,352805
1235,5.17,57,209975
1599,4.76,34,201094
702,2.42,48,237402
1540,4.24,6,287013
1077,6.72,19,243216
1373,4.94,53,230697
754,1.84,48,302498
1740,4.09,43,275577
750,3.57,35,251215
1570,5.67,16,174802
906,5.26,35,220793
1053,3.71,3,299552
2349,3.61,12,292424
1872,5.19,31,300331
2344,9.72,0,361699
2762,6.02,13,289004
1086,13.41,9,209649
2696,10.95,20,257459
823,14.12,51,181793
1995,12.91,56,228141
1215,14.79,9,223004
1020,2.21,13,348924
1892,7.79,50,252958
2160,11.62,10,283636
2134,13.19,44,269797
1613,2.89,5,325839
1560,7.85,38,240948
1827,5.22,15,299535
1671,18.05,44,277741
1838,1.88,31,357453
1606,2.89,10,267552
2073,1.39,24,390767
772,5.48,30,171913
1404,24.16,59,259930
851,4.8,28,189923
1653,5.32,9,304857
2854,7.28,33,447053
1224,4.57,13,245248
1557,6.4,52,282332
2003,6.52,50,295268
647,2.74,7,237834
1201,4.64,35,280108
1712,8.33,41,248611
464,9.49,15,174399
1001,12.29,37,181618
2299,6.26,27,339291
2210,6.35,28,312369
1719,8.37,33,261126
2106,3.27,34,324002
1613,3.17,42,212732
1848,4.54,27,329810
1304,2.03,43,287209
1550,6.59,29,286410
1149,10.32,39,256081
2453,3.01,15,419588
2720,6.72,32,345374
2570,3.19,28,314428
1257,2.43,18,303680
1010,20.88,3,291596
2467,2.46,30,428130
1840,2.02,0,470975
1688,5.76,23,221353
1148,5.98,22,308665
1755,7.9,38,258251
958,20.1,59,124775
1907,2.87,51,362256
2569,3.3,58,366008
2842,15.27,57,362376
1965,9.56,4,323942
851,8.67,16,154227
1601,3.28,17,213172
3483,10.89,4,367201
1045,8.69,50,242943
1445,5.66,53,197205
2605,3.29,36,323723
1894,5.34,53,373277
3992,15.7,42,406476
1104,2.3,26,368917
996,2.83,8,181793
2415,3.19,57,383601
917,3.72,41,183484
1368,4.9,21,262962
1441,9.69,7,299098
2240,6.84,47,346731
1892,5.17,48,248990
1777,6.01,32,236726
1260,7.67,59,226089
2406,1.53,23,339449
7408,10.49,56,382891
1951,2.78,37,444679
1540,3.63,44,239598
880,6.29,55,191346
1147,4.7,49,239571
1359,6.96,17,263767
1195,5.47,52,282471
1470,4.04,32,192911
3014,14.44,2,413471
2437,8.13,40,320450
1389,6.12,29,232888
912,8.04,32,180872
2527,3.02,24,409630
1451,22.7,3,219554
742,2.31,10,243594
1968,5.36,45,381920
2231,4.05,14,291735
560,3.95,37,182665
1064,3.6,32,261607
1416,2.89,13,325681
1985,11.38,16,271948
1204,2.13,23,275976
1061,9.86,52,257001
1980,7.8,56,316177
1227,3.79,23,283854
1838,7.19,2,405100
948,4.43,36,143522
861,2.29,25,289258
2002,2.31,29,380324
1637,7.84,26,291358
2140,7.56,39,358767
1196,5.87,18,330455
1077,3.77,53,240237
2551,4.33,25,324674
804,3.94,20,180507
2442,1.46,55,330590
2510,5.17,21,370707
2088,7.14,4,328146
1124,5.19,9,290374
1067,17.09,42,211507
1361,2.45,33,242997
881,3.12,32,256554
1007,5.44,4,161718
1915,5.87,9,336893
1919,1.31,23,398890
972,7.55,26,112370
1940,5.89,22,356767
1775,1.12,30,284548
2707,4.56,44,310556
1858,2.81,38,441034
2260,3.61,36,345423
1791,1.94,33,296678
2190,6.63,12,333522
884,17.0,36,247491
1409,5.96,9,275375
1457,1.09,42,256417
1342,6.05,27,241443
1767,4.32,34,214777
1907,2.29,51,352835
1731,6.34,22,321099
1379,9.17,5,253679
1102,3.1,53,189193
2295,1.57,21,406375
1702,1.21,24,295082
984,3.11,17,221333
1369,4.44,25,250788
737,3.45,31,254920
1501,3.07,50,205395
1367,7.37,43,195723
1176,6.85,30,295628
2790,5.7,45,243864
932,8.77,50,173466
1963,3.13,3,400423
3549,2.3,35,396612
2277,3.44,2,372456
1461,3.27,18,203153
940,1.18,45,159895
858,3.38,47,139494
1255,10.73,53,213031
1124,8.68,29,233176
1110,7.15,5,302068
1299,5.43,7,263130
1420,13.66,14,221419
1797,2.36,22,260223
902,2.52,31,258516
1126,10.88,38,318238
1388,5.05,9,233289
1368,3.1,11,237749
3085,7.29,10,389692
1624,3.64,45,284998
776,2.76,18,285226
1749,2.7,10,293041
1841,6.2,25,317236
1408,5.72,14,224133
911,14.32,22,169006
2990,4.04,49,448755
964,3.99,20,201577
1928,13.57,10,323930
1603,9.87,13,232633
1882,5.48,2,282116
2929,1.66,54,559002
1853,2.81,41,378154
1183,2.37,27,339583
2303,5.08,33,310074
1150,3.47,15,208223
1580,15.21,24,245880
882,1.65,19,174315
979,2.2,49,219851
1511,5.88,44,278847
1715,7.13,17,277041
749,0.81,45,239686
1806,1.47,5,456262
1066,4.12,12,274262
2469,12.8,6,202631
1285,18.57,14,234335
944,3.71,13,273162
1525,4.4,54,228241
1026,2.76,19,380835
2459,7.72,21,378898
1480,14.44,5,224477
1393,11.93,3,228941
1875,4.85,13,352915
990,2.75,8,298279
883,4.98,20,140011
1742,13.02,11,244574
953,3.74,10,122427
953,1.39,38,237095
2068,3.85,56,257120
1826,4.07,0,391364
896,1.38,42,203818
1155,5.83,39,304005
1031,7.06,35,239461
3012,18.21,41,321000
2126,1.95,30,328623
1250,8.26,55,254859
1863,9.75,9,358699
860,7.13,28,235710
1131,2.45,39,334897
1543,2.35,54,305248
1773,5.3,29,282642
1423,5.28,58,266479
1634,3.35,39,294490
1527,12.23,41,161952
1386,3.74,49,222450
1314,1.32,44,228323
1248,4.23,31,272621
1624,6.93,46,301938
1744,6.29,2,324060
1602,6.26,55,216932
923,14.09,49,179205
992,2.27,38,263259
1736,3.68,4,298858
2666,14.61,17,225472
1573,1.25,15,359975
1255,4.77,15,215232
1619,11.71,40,206063
939,11.59,52,196447
2498,7.86,40,305810
1595,8.0,23,263013
1132,2.39,58,294545
1384,12.95,51,222504
1198,2.14,41,294372
2501,2.23,23,398128
1365,6.5,41,242838
1575,3.51,24,225971
1862,5.72,9,281098
1100,6.7,37,297928
1599,17.2,41,259663
1652,6.71,20,272823
795,3.21,55,192506
1637,7.95,51,205222
1453,2.77,34,217333
1559,9.39,3,280549
1501,5.18,1,217900
1641,6.56,38,267007
2527,1.42,48,419561
923,1.02,30,226586
1290,1.73,1,318769
1932,16.81,8,236778
1794,2.22,12,311681
1778,8.27,37,258737
4453,3.16,29,391273
1892,4.19,6,374677
2327,4.8,30,442690
1309,15.65,52,265214
995,7.46,26,195797
1305,6.49,8,255343
1968,12.28,34,255484
1741,3.18,55,219701
1739,10.46,6,276409
1358,9.31,9,298064
1274,9.23,34,215557
1377,4.44,20,273919
1977,3.65,53,362222
2072,2.69,42,356693
989,2.82,8,241961
2008,2.61,52,396447
1141,6.4,38,287527
1785,4.22,29,276304
1370,6.7,15,269660
2769,6.97,38,354766
1252,2.36,53,279446
1589,2.31,2,297526
1886,4.22,22,280848
1043,2.88,56,312631
1437,2.67,22,314111
1330,16.23,2,287309
1205,1.69,6,278502
1241,20.41,41,223898
2309,6.06,42,322988
1165,9.88,6,308602
1856,9.1,13,372366
1678,7.63,33,231881
846,15.85,41,179173
1821,2.32,9,361618
841,4.44,27,100706
1903,2.73,33,455586
1208,1.51,2,325752
1485,3.12,13,299499
882,18.37,55,134868
1554,4.39,52,209320
2144,19.86,19,254229
1071,21.33,52,229600
1161,40.31,37,246693
1775,18.8,58,238912
1793,25.81,57,201137
559,6.22,37,201536
3314,5.81,28,397959
1828,6.09,8,395833
1956,4.95,31,290067
1397,5.5,23,228765
704,8.39,38,183909
1938,3.57,5,430779
1180,1.89,50,319139
1840,6.39,58,287563
1356,3.05,12,291243
1628,3.28,37,279601
1085,4.48,48,250402
2091,3.82,33,366440
920,10.77,56,162206
3634,4.41,30,436490
3623,11.16,16,305988
2844,5.72,28,484837
2465,4.66,29,322994
1431,5.53,15,212985
2360,2.01,47,350835
1424,6.28,37,242365
795,8.97,22,169553
2700,9.91,25,369550
2325,1.92,22,427019
1461,1.71,26,235550
906,3.4,31,180438
1170,13.06,19,223162
714,5.78,49,173458
2160,2.88,55,434840
779,1.79,31,219084
1660,3.07,42,299371
1056,2.93,55,284444
836,9.53,11,259725
1628,10.06,11,228183
1295,2.38,4,323732
2069,8.39,26,339139
891,7.81,19,249105
1093,2.17,33,316016
569,4.67,27,207951
617,6.29,11,224194
3038,5.55,23,396570
3406,1.5,1,522794
1536,5.43,32,236130
1064,7.73,16,315908
1313,14.97,6,255909
2099,3.1,3,396323
1205,3.38,42,162505
1627,4.28,14,286855
1472,6.07,39,253253
1179,5.3,48,185387
1199,7.56,29,263609
1664,2.25,7,252305
1001,6.54,36,283219
1773,2.95,4,394490
1225,4.48,49,171958
1557,16.37,45,218860
2574,1.86,24,383734
1383,4.07,16,184396
2138,2.03,42,404827
722,5.51,34,223776
1226,10.32,8,316991
1496,5.58,45,258854
3194,4.56,20,396598
675,12.55,53,179544
1424,6.24,49,288822
2650,8.79,16,322334
1081,8.17,15,292391
1359,0.66,23,220513
1690,4.69,48,296052
1593,2.33,7,340414
2769,2.77,18,293313
1771,13.9,39,254540
2517,3.81,2,294512
1281,18.63,3,246778
1100,1.85,45,315796
1352,2.32,31,304831
931,8.45,33,247751
1796,3.9,14,262421
1268,6.14,31,258576
1131,4.58,32,301742
1807,4.48,24,327171
936,4.0,57,179043
2014,5.62,2,374053
1222,7.76,24,257434
2353,15.33,51,299088
1265,4.3,12,234661
1906,3.76,56,288448
1590,3.44,25,219656
1993,13.86,9,193610
1546,8.03,5,316382
761,1.31,19,215770
2216,1.27,55,360933
1429,2.77,56,349203
2030,5.82,33,334608
1951,4.84,7,359547
1086,7.1,27,206017
1026,4.38,25,313137
1923,13.17,13,270379
1311,8.5,4,251304
2152,5.23,22,301277
1378,11.04,22,304219
2229,1.56,42,347725
1753,4.67,23,222129
1661,5.45,0,273543
1274,7.55,1,291724
1624,1.49,41,295769
2385,4.13,39,356885
1448,6.56,9,268920
1830,6.92,51,344591
1508,11.36,39,229635
1555,8.44,9,338742
2949,4.75,17,411439
2393,7.94,58,371390
1528,4.3,24,237237
1612,5.49,14,205744
1117,8.64,31,196650
1381,4.8,12,271550
1675,6.38,47,284154
2080,9.71,47,276261
1997,8.15,48,286655
949,11.75,37,194672
2188,25.28,41,254903
1428,8.1,19,237745
997,3.59,52,131388
2526,7.09,8,351744
2657,6.88,15,364811
1645,7.61,59,258686
1965,14.1,57,256007
2012,1.52,30,349883
2587,14.29,29,286953
1980,18.09,7,284113
870,7.37,39,150097
3307,7.5,1,448511
2267,4.18,18,353924
1207,4.98,25,257026
980,8.07,53,105499
1811,7.72,58,295666
1324,8.2,58,213138
1689,7.68,47,261253
1992,9.29,17,438738
1180,8.59,2,295090
947,2.42,25,204477
1727,8.87,17,253900
1195,18.19,39,240404
1569,4.86,22,288750
864,14.15,53,207200
1338,2.61,22,362858
1970,4.85,22,360414
1886,3.16,45,319969
1079,13.01,35,296369
927,15.62,15,166794
1489,4.62,40,242070
1852,11.24,33,265749
1740,15.73,6,159010
1206,4.84,28,308326
1667,5.42,55,265669
2699,8.28,12,249939
1606,2.75,24,348066
770,5.35,16,188469
1605,22.2,32,277564
3352,3.49,58,412880
884,9.0,18,148421
1498,7.15,49,241001
1352,4.42,50,205858
1538,5.78,15,213530
1599,16.89,46,252947
2335,7.3,59,334878
1531,8.14,57,296907
2467,15.19,36,260013
1412,4.04,9,223409
1286,2.38,7,334274
1132,17.08,16,208320
715,5.45,36,188212
1652,9.26,23,279953
3366,2.9,41,455214
1778,6.5,47,221428
1948,2.3,10,336698
1254,5.18,54,275601
1342,3.15,3,275999
2194,2.68,15,413487
3305,4.01,48,428467
2684,0.99,11,431468
2042,2.2,13,381048
1501,8.57,58,226786
1609,6.32,54,197885
1095,2.34,48,269379
829,7.27,10,212964
943,2.68,15,218951
1510,8.21,14,271999
1317,4.57,11,315757
822,3.94,58,163081
1458,4.65,9,210053
1303,29.72,44,204290
925,2.91,3,225938
1276,5.8,32,310700
1301,8.56,4,293224
1156,2.53,3,312318
2144,1.62,13,368725
691,3.25,55,135079
668,8.43,38,238423
1482,3.9,39,329813
1538,4.21,17,203224
1740,9.37,43,279643
1193,2.82,40,280657
1025,4.65,27,308164
1475,1.72,40,220314
1240,6.2,52,248564
2752,5.82,57,304499
1300,8.64,59,265045
